 ---------------------------------------------------------------
 Surface and Strip Forces by surface

  Forces referred to Sref, Cref, Bref about Xref, Yref, Zref
 Standard axis orientation,  X fwd, Z down         

  Surface # 1     Wing                                    
     # Chordwise = 10   # Spanwise =100     First strip =  1
     Surface area =    0.148910       Ave. chord =    0.136733
     CLsurf  =   0.20000     Clsurf  =   0.00000
     CYsurf  =  -0.00000     Cmsurf  =   0.11774
     CDsurf  =   0.00159     Cnsurf  =   0.00000
     CDisurf =   0.00159     CDvsurf =   0.00000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     CLsurf  =   0.20012     CDsurf  =   0.00160
     Deflect =

 Strip Forces referred to Strip Area, Chord
    j      Yle    Chord     Area     c cl      ai      cl_norm  cl       cd       cdv    cm_c/4    cm_LE  C.P.x/c
    37  -0.2183   0.1552   0.0025   0.0323   0.0161   0.2081   0.2081   0.0019   0.0000   0.0007  -0.0513    0.247
    38  -0.2024   0.1553   0.0025   0.0329   0.0164   0.2123   0.2123   0.0020   0.0000   0.0007  -0.0523    0.247
    39  -0.1862   0.1552   0.0025   0.0336   0.0168   0.2164   0.2164   0.0020   0.0000   0.0007  -0.0533    0.247
    40  -0.1699   0.1550   0.0025   0.0342   0.0172   0.2207   0.2207   0.0021   0.0000   0.0008  -0.0543    0.246
    41  -0.1534   0.1546   0.0026   0.0347   0.0175   0.2249   0.2249   0.0021   0.0000   0.0008  -0.0553    0.246
    42  -0.1368   0.1540   0.0026   0.0352   0.0179   0.2292   0.2291   0.0022   0.0000   0.0009  -0.0563    0.246
    43  -0.1200   0.1533   0.0026   0.0357   0.0183   0.2335   0.2333   0.0023   0.0000   0.0010  -0.0573    0.246
    44  -0.1031   0.1525   0.0026   0.0362   0.0188   0.2377   0.2375   0.0023   0.0000   0.0010  -0.0582    0.246
    45  -0.0860   0.1516   0.0026   0.0366   0.0192   0.2418   0.2416   0.0024   0.0000   0.0012  -0.0591    0.245
    46  -0.0689   0.1506   0.0026   0.0369   0.0196   0.2458   0.2455   0.0024   0.0000   0.0013  -0.0599    0.245
    47  -0.0518   0.1494   0.0026   0.0372   0.0201   0.2496   0.2493   0.0024   0.0000   0.0015  -0.0607    0.244
    48  -0.0345   0.1483   0.0026   0.0374   0.0206   0.2532   0.2528   0.0024   0.0000   0.0018  -0.0613    0.243
    49  -0.0173   0.1471   0.0025   0.0376   0.0211   0.2563   0.2559   0.0023   0.0000   0.0021  -0.0617    0.242
    50  -0.0043   0.1464   0.0013   0.0376   0.0213   0.2572   0.2572   0.0021   0.0000   0.0023  -0.0619    0.241
    51   0.0043   0.1464   0.0013   0.0376   0.0213   0.2572   0.2572   0.0021   0.0000   0.0023  -0.0619    0.241
    52   0.0173   0.1471   0.0025   0.0376   0.0211   0.2563   0.2559   0.0023   0.0000   0.0021  -0.0617    0.242
    53   0.0345   0.1483   0.0026   0.0374   0.0206   0.2532   0.2528   0.0024   0.0000   0.0018  -0.0613    0.243
    54   0.0518   0.1494   0.0026   0.0372   0.0201   0.2496   0.2493   0.0024   0.0000   0.0015  -0.0607    0.244
    55   0.0689   0.1506   0.0026   0.0369   0.0196   0.2458   0.2455   0.0024   0.0000   0.0013  -0.0599    0.245
    56   0.0860   0.1516   0.0026   0.0366   0.0192   0.2418   0.2416   0.0024   0.0000   0.0012  -0.0591    0.245
    57   0.1031   0.1525   0.0026   0.0362   0.0188   0.2377   0.2375   0.0023   0.0000   0.0010  -0.0582    0.246
    58   0.1200   0.1533   0.0026   0.0357   0.0183   0.2335   0.2333   0.0023   0.0000   0.0010  -0.0573    0.246
    59   0.1368   0.1540   0.0026   0.0352   0.0179   0.2292   0.2291   0.0022   0.0000   0.0009  -0.0563    0.246
    60   0.1534   0.1546   0.0026   0.0347   0.0175   0.2249   0.2249   0.0022   0.0000   0.0008  -0.0553    0.246
    61   0.1699   0.1550   0.0025   0.0342   0.0172   0.2207   0.2207   0.0021   0.0000   0.0008  -0.0543    0.246
    62   0.1862   0.1552   0.0025   0.0336   0.0168   0.2164   0.2164   0.0020   0.0000   0.0007  -0.0533    0.247
    63   0.2024   0.1553   0.0025   0.0329   0.0164   0.2123   0.2123   0.0020   0.0000   0.0007  -0.0523    0.247
    64   0.2183   0.1552   0.0025   0.0323   0.0161   0.2081   0.2081   0.0019   0.0000   0.0007  -0.0513    0.247
    65   0.2340   0.1549   0.0024   0.0316   0.0158   0.2041   0.2041   0.0018   0.0000   0.0007  -0.0503    0.247
    66   0.2495   0.1544   0.0024   0.0309   0.0154   0.2002   0.2001   0.0017   0.0000   0.0007  -0.0493    0.247
    67   0.2647   0.1537   0.0023   0.0301   0.0151   0.1963   0.1961   0.0017   0.0000   0.0006  -0.0483    0.247
    68   0.2797   0.1529   0.0023   0.0294   0.0148   0.1926   0.1923   0.0016   0.0000   0.0006  -0.0473    0.247
    69   0.2944   0.1518   0.0022   0.0286   0.0145   0.1890   0.1886   0.0016   0.0000   0.0006  -0.0464    0.247
    70   0.3088   0.1504   0.0021   0.0278   0.0142   0.1855   0.1849   0.0015   0.0000   0.0006  -0.0454    0.247
    71   0.3229   0.1489   0.0021   0.0270   0.0139   0.1822   0.1814   0.0014   0.0000   0.0006  -0.0445    0.246
    72   0.3366   0.1471   0.0020   0.0261   0.0136   0.1790   0.1779   0.0014   0.0000   0.0006  -0.0435    0.246
    73   0.3500   0.1450   0.0019   0.0253   0.0133   0.1760   0.1746   0.0013   0.0000   0.0007  -0.0426    0.246
    74   0.3631   0.1428   0.0018   0.0244   0.0131   0.1731   0.1713   0.0012   0.0000   0.0007  -0.0417    0.246
    75   0.3758   0.1403   0.0018   0.0236   0.0128   0.1705   0.1682   0.0012   0.0000   0.0007  -0.0407    0.246
    76   0.3881   0.1375   0.0017   0.0227   0.0125   0.1680   0.1652   0.0011   0.0000   0.0007  -0.0398    0.246
    77   0.4000   0.1345   0.0016   0.0218   0.0123   0.1659   0.1623   0.0010   0.0000   0.0008  -0.0389    0.245
    78   0.4115   0.1312   0.0015   0.0209   0.0121   0.1639   0.1595   0.0010   0.0000   0.0008  -0.0380    0.245
    79   0.4226   0.1277   0.0014   0.0200   0.0118   0.1621   0.1568   0.0009   0.0000   0.0008  -0.0370    0.245
    80   0.4333   0.1239   0.0013   0.0191   0.0116   0.1608   0.1543   0.0008   0.0000   0.0009  -0.0361    0.244
    81   0.4436   0.1199   0.0012   0.0182   0.0114   0.1596   0.1518   0.0007   0.0000   0.0009  -0.0351    0.244
    82   0.4534   0.1157   0.0011   0.0173   0.0112   0.1590   0.1495   0.0006   0.0000   0.0010  -0.0341    0.243
    83   0.4627   0.1112   0.0010   0.0164   0.0111   0.1586   0.1473   0.0006   0.0000   0.0011  -0.0331    0.243
    84   0.4716   0.1065   0.0009   0.0154   0.0109   0.1589   0.1451   0.0005   0.0000   0.0012  -0.0320    0.242
    85   0.4800   0.1015   0.0008   0.0145   0.0107   0.1596   0.1431   0.0003   0.0000   0.0013  -0.0309    0.241
    86   0.4879   0.0963   0.0007   0.0136   0.0106   0.1613   0.1411   0.0002   0.0000   0.0014  -0.0297    0.240
    87   0.4953   0.0910   0.0007   0.0127   0.0105   0.1636   0.1392   0.0001   0.0000   0.0016  -0.0284    0.239
    88   0.5022   0.0854   0.0006   0.0117   0.0104   0.1670   0.1374  -0.0001   0.0000   0.0018  -0.0270    0.237
    89   0.5087   0.0797   0.0005   0.0108   0.0103   0.1718   0.1355  -0.0003   0.0000   0.0020  -0.0255    0.235
    90   0.5146   0.0739   0.0004   0.0099   0.0103   0.1785   0.1337  -0.0005   0.0000   0.0023  -0.0238    0.233
    91   0.5200   0.0679   0.0003   0.0089   0.0103   0.1874   0.1318  -0.0008   0.0000   0.0026  -0.0220    0.230
    92   0.5248   0.0617   0.0003   0.0080   0.0103   0.2004   0.1297  -0.0011   0.0000   0.0031  -0.0200    0.226
    93   0.5292   0.0556   0.0002   0.0071   0.0103   0.2157   0.1273  -0.0015   0.0000   0.0037  -0.0179    0.221
    94   0.5330   0.0493   0.0002   0.0061   0.0104   0.2414   0.1244  -0.0020   0.0000   0.0045  -0.0154    0.214
    95   0.5363   0.0431   0.0001   0.0052   0.0104   0.2734   0.1205  -0.0027   0.0000   0.0055  -0.0128    0.205
    96   0.5390   0.0371   0.0001   0.0043   0.0105   0.3173   0.1147  -0.0037   0.0000   0.0068  -0.0101    0.191
    97   0.5412   0.0314   0.0001   0.0033   0.0106   0.3578   0.1054  -0.0048   0.0000   0.0083  -0.0073    0.171
    98   0.5428   0.0262   0.0000   0.0024   0.0106   0.4463   0.0903  -0.0064   0.0000   0.0095  -0.0043    0.144
    99   0.5439   0.0222   0.0000   0.0014   0.0107   0.3173   0.0639  -0.0071   0.0000   0.0090  -0.0023    0.109
   100   0.5445   0.0202   0.0000   0.0005   0.0110   0.1113   0.0234  -0.0051   0.0000   0.0039  -0.0007    0.082
 ---------------------------------------------------------------
